incident_id,incident_day,wave_number,target_country,target_text,weapon_payload,ballistic_flag,drone_flag,target_energy_flag,energy_candidate_flag,lat,lon,source_osint,source_gdelt_count,gdelt_urls,firms_match_flag,firms_distance_km,firms_hotspot_date,energy_site_name,energy_site_class,energy_site_provider,energy_site_distance_km,confidence_tier,review_status
tp4_66,2026-03-17,66,Israel,Central Israel and Jerusalem. Cluster munition impacts in Rishon Lezion. Searches underway at impact sites.,Ballistic missiles targeting Israel. Small number launched.,TRUE,FALSE,FALSE,TRUE,32,34.9,TRUE,0,,,,,,,,,medium,needs_review
tp4_67,2026-03-17,67,Israel,Northern Israel. Rockets hit Nahariya and Upper Galilee. Six people suffered mild smoke inhalation in Nahariya.,Hezbollah rockets targeting northern Israel. Multiple rockets fired.,FALSE,FALSE,FALSE,TRUE,32,34.9,TRUE,0,,,,,,,,,medium,needs_review
tp4_68,2026-03-17,68,Israel,Central Tel Aviv area. Cluster munition impacts. Impact crater and overturned car in Rishon Lezion. Two men (50s) lightly injured.,Ballistic missiles targeting Israel. Small number launched.,TRUE,FALSE,FALSE,FALSE,32,34.9,TRUE,0,,,,,,,,,low,needs_review
tp4_69,2026-03-17,69,Israel,Jerusalem and central Israel. Small number of ballistic missiles. No injuries.,Ballistic missiles targeting Israel. Small number launched.,TRUE,FALSE,FALSE,TRUE,32,34.9,TRUE,0,,,,,,,,,medium,needs_review
tp4_70,2026-03-17,70,Iran | Israel,Central Israel. Ballistic missiles launched from Iran. Assessment pending.,Ballistic missiles targeting Israel. Small number launched.,TRUE,FALSE,FALSE,FALSE,32,34.9,TRUE,0,,,,,,,,,low,needs_review
tp4_71,2026-03-17,71,,US Embassy compound in Baghdad Green Zone. At least one drone landed near embassy. Smoke rising from compound.,At least 5 drones and 2 Katyusha rockets targeting US Embassy Baghdad.,FALSE,TRUE,FALSE,FALSE,33.3,44.4,TRUE,0,,,,,,,,,low,needs_review
tp4_72,2026-03-17,72,United Arab Emirates,UAE. Fujairah Oil Industry Zone fire. Tanker hit near Fujairah. Pakistani national killed by shrapnel in Abu Dhabi. Dubai airspace briefly shut.,"10 ballistic missiles and 45+ drones targeting UAE. Shahed-136, Shahed-107, and Shahed-238 identified.",TRUE,TRUE,TRUE,TRUE,25.1,56.3,TRUE,0,,,,,,,,,medium,needs_review
tp4_73,2026-03-17,73,Israel,Central Israel. Ramat Gan (2 killed). Tel Aviv train station (shrapnel damage). Partial blackout in Tel Aviv. Over 100 military and security targets claimed by IRGC.,"100+ missiles including Khorramshahr-4 (multi-warhead), Qadr, Emad, Kheibar Shekan. Cluster warheads confirmed.",TRUE,FALSE,FALSE,TRUE,32.08,34.81,TRUE,0,,,,,,,,,medium,needs_review
tp4_74,2026-03-18,74,Israel | Jordan | Kuwait | United Arab Emirates,"Akko, Haifa, Tel Aviv, Beer Sheva (Israel). Al Dhafra (UAE), Ali Al Salem (Kuwait), Al-Azraq (Jordan).",Ballistic missiles targeting 4 Israeli cities and 3 US/coalition bases.,TRUE,FALSE,FALSE,FALSE,32.08,34.78,TRUE,0,,,,,,,,,low,needs_review
tp4_75,2026-03-18,75,Bahrain | Kuwait | Qatar | Saudi Arabia | United Arab Emirates,"Qatar (missile intercepted). Kuwait (drone shot down at dawn). UAE (multiple explosions in Dubai, missiles and drones intercepted). Saudi Arabia (drone destroyed in Eastern Region). Bahrain (missiles and drones intercepted).",Missiles and drones targeting multiple Gulf states simultaneously.,TRUE,TRUE,FALSE,FALSE,25.41,51.49,TRUE,0,,,,,,,,,low,needs_review
tp4_76,2026-03-18,76,Israel,Central Israel. 3 private aircraft damaged at Ben Gurion Airport. Haifa/Krayot suburbs impacted. IRGC claimed IAF 27th Squadron base near airport also targeted.,Ballistic missiles targeting central and northern Israel.,TRUE,FALSE,FALSE,TRUE,32.0094,34.8828,TRUE,0,,,,,,,,,medium,needs_review
tp4_77,2026-03-18,77,Israel,"Central and northern Israel. Petah Tikva (shrapnel impact — 3 injured including 2 children). Kiryat Bialik (shrapnel). Holon (cluster munition debris downed power line, cars ignited).",Ballistic missiles targeting central and northern Israel. Cluster munition debris confirmed (Holon).,TRUE,FALSE,FALSE,FALSE,32.0841,34.8878,TRUE,0,,,,,,,,,low,needs_review
tp4_78,2026-03-19,78,,Kiryat Shmona. Residential building hit. Four wounded including 1 serious.,Rockets targeting Kiryat Shmona and northern border communities.,FALSE,FALSE,FALSE,FALSE,33.2072,35.5718,TRUE,0,,,,,,,,,low,needs_review
tp4_79,2026-03-19,79,Israel,Haifa area. Missile fragment near Bazan oil refinery.,Ballistic missiles targeting Haifa area. Fragment near Bazan oil refinery.,TRUE,FALSE,TRUE,TRUE,32.8191,34.9983,TRUE,0,,,,,,,,,medium,needs_review
tp4_80,2026-03-20,80,Iran | Israel,Jerusalem Old City. Shrapnel from Iranian ballistic missile fell in car park in Jewish Quarter. At least 1 Palestinian injured.,Ballistic missiles targeting Jerusalem. Shrapnel fell in Old City Jewish Quarter car park.,TRUE,FALSE,FALSE,FALSE,31.77319,35.23175,TRUE,0,,,,,,,,,low,needs_review
tp4_81,2026-03-20,81,Israel,Rehovot (south of Tel Aviv). Two homes damaged. Missile fragment hit home. Structure caught fire. Two lightly wounded by cluster bomb.,Ballistic missiles with cluster munitions targeting Rehovot. Cluster bomb impact confirmed.,TRUE,FALSE,FALSE,FALSE,31.8928,34.8113,TRUE,0,,,,,,,,,low,needs_review
tp4_82,2026-03-20,82,Israel,Central and northern Israel. Israeli air defense installations and strategic radar installations (per IRGC claims).,"5 super-heavy multi-warhead ballistic missile systems. Qadr, Khorramshahr, Kheibar Shekan, Qiam, and Zolfaghar missiles confirmed. IRGC Wave 66.",TRUE,TRUE,FALSE,FALSE,32.08,34.78,TRUE,0,,,,,,,,,low,needs_review
tp4_83,2026-03-20,83,Israel,Ashkelon area (southern Israel) — long-range missiles. Branit barracks (northern Israel) — rocket barrage. Sirens in Kiryat Shmona.,Long-range missiles targeting Ashkelon area and rockets on Branit barracks.,FALSE,FALSE,FALSE,FALSE,31.6688,34.5743,TRUE,0,,,,,,,,,low,needs_review
acled_285_20260228,2026-02-28,,Bahrain,"Capital, Bahrain, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,26.1927,50.5508,TRUE,0,,,,,,,,,low,needs_review
acled_285_20260307,2026-03-07,,Bahrain,"Capital, Bahrain, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,26.1927,50.5508,TRUE,0,,,,,,,,,low,needs_review
acled_286_20260228,2026-02-28,,Bahrain,"Muharraq, Bahrain, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,26.2547,50.6428,TRUE,0,,,,,,,,,low,needs_review
acled_286_20260307,2026-03-07,,Bahrain,"Muharraq, Bahrain, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,26.2547,50.6428,TRUE,0,,,,,,,,,low,needs_review
acled_1329_20260228,2026-02-28,,Iran,"Alborz, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,35.9457,50.906,TRUE,0,,,,,,,,,low,needs_review
acled_1329_20260307,2026-03-07,,Iran,"Alborz, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,35.9457,50.906,TRUE,0,,,,,,,,,low,needs_review
acled_1330_20260228,2026-02-28,,Iran,"Ardabil, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,38.4066,47.9857,TRUE,0,,,,,,,,,low,needs_review
acled_1331_20260228,2026-02-28,,Iran,"Bushehr, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,28.7846,51.5038,TRUE,0,,,,,,,,,low,needs_review
acled_1331_20260307,2026-03-07,,Iran,"Bushehr, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,28.7846,51.5038,TRUE,0,,,,,,,,,low,needs_review
acled_1332_20260228,2026-02-28,,Iran,"Chaharmahal and Bakhtiari, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,31.979,50.8101,TRUE,0,,,,,,,,,low,needs_review
acled_1332_20260307,2026-03-07,,Iran,"Chaharmahal and Bakhtiari, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,31.979,50.8101,TRUE,0,,,,,,,,,low,needs_review
acled_1333_20260228,2026-02-28,,Iran,"East Azerbaijan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,38.0858,46.6924,TRUE,0,,,,,,,,,low,needs_review
acled_1333_20260307,2026-03-07,,Iran,"East Azerbaijan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,38.0858,46.6924,TRUE,0,,,,,,,,,low,needs_review
acled_1334_20260228,2026-02-28,,Iran,"Fars, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,29.3576,53.3176,TRUE,0,,,,,,,,,low,needs_review
acled_1334_20260307,2026-03-07,,Iran,"Fars, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,29.3576,53.3176,TRUE,0,,,,,,,,,low,needs_review
acled_1335_20260228,2026-02-28,,Iran,"Gilan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,37.5092,49.0189,TRUE,0,,,,,,,,,low,needs_review
acled_1337_20260228,2026-02-28,,Iran,"Hamadan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,34.8698,48.559,TRUE,0,,,,,,,,,low,needs_review
acled_1337_20260307,2026-03-07,,Iran,"Hamadan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,34.8698,48.559,TRUE,0,,,,,,,,,low,needs_review
acled_1338_20260228,2026-02-28,,Iran,"Hormozgan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,27.1422,55.0325,TRUE,0,,,,,,,,,low,needs_review
acled_1338_20260307,2026-03-07,,Iran,"Hormozgan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,27.1422,55.0325,TRUE,0,,,,,,,,,low,needs_review
acled_1339_20260228,2026-02-28,,Iran,"Ilam, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,33.0433,46.8724,TRUE,0,,,,,,,,,low,needs_review
acled_1339_20260307,2026-03-07,,Iran,"Ilam, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,33.0433,46.8724,TRUE,0,,,,,,,,,low,needs_review
acled_1340_20260228,2026-02-28,,Iran,"Isfahan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,32.6094,52.0477,TRUE,0,,,,,,,,,low,needs_review
acled_1340_20260307,2026-03-07,,Iran,"Isfahan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,32.6094,52.0477,TRUE,0,,,,,,,,,low,needs_review
acled_1341_20260228,2026-02-28,,Iran,"Kerman, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,29.2326,57.3392,TRUE,0,,,,,,,,,low,needs_review
acled_1341_20260307,2026-03-07,,Iran,"Kerman, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,29.2326,57.3392,TRUE,0,,,,,,,,,low,needs_review
acled_1342_20260228,2026-02-28,,Iran,"Kermanshah, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,34.4871,46.8086,TRUE,0,,,,,,,,,low,needs_review
acled_1342_20260307,2026-03-07,,Iran,"Kermanshah, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,34.4871,46.8086,TRUE,0,,,,,,,,,low,needs_review
acled_1343_20260228,2026-02-28,,Iran,"Khuzestan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,31.4636,48.9916,TRUE,0,,,,,,,,,low,needs_review
acled_1343_20260307,2026-03-07,,Iran,"Khuzestan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,31.4636,48.9916,TRUE,0,,,,,,,,,low,needs_review
acled_1345_20260228,2026-02-28,,Iran,"Kurdistan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,35.6014,47.0057,TRUE,0,,,,,,,,,low,needs_review
acled_1345_20260307,2026-03-07,,Iran,"Kurdistan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,35.6014,47.0057,TRUE,0,,,,,,,,,low,needs_review
acled_1346_20260228,2026-02-28,,Iran,"Lorestan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,33.5164,48.3219,TRUE,0,,,,,,,,,low,needs_review
acled_1346_20260307,2026-03-07,,Iran,"Lorestan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,33.5164,48.3219,TRUE,0,,,,,,,,,low,needs_review
acled_1347_20260228,2026-02-28,,Iran,"Markazi, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,34.4772,49.5818,TRUE,0,,,,,,,,,low,needs_review
acled_1347_20260307,2026-03-07,,Iran,"Markazi, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,34.4772,49.5818,TRUE,0,,,,,,,,,low,needs_review
acled_1348_20260228,2026-02-28,,Iran,"Mazandaran, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,36.3633,52.3677,TRUE,0,,,,,,,,,low,needs_review
acled_1348_20260307,2026-03-07,,Iran,"Mazandaran, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,36.3633,52.3677,TRUE,0,,,,,,,,,low,needs_review
acled_4137_20260307,2026-03-07,,Iran,"Persian Gulf, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,27.0645,51.452,TRUE,0,,,,,,,,,low,needs_review
acled_1350_20260228,2026-02-28,,Iran,"Qazvin, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,36.1089,50.0386,TRUE,0,,,,,,,,,low,needs_review
acled_1350_20260307,2026-03-07,,Iran,"Qazvin, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,36.1089,50.0386,TRUE,0,,,,,,,,,low,needs_review
acled_1351_20260228,2026-02-28,,Iran,"Qom, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,34.6674,51.002,TRUE,0,,,,,,,,,low,needs_review
acled_1351_20260307,2026-03-07,,Iran,"Qom, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,34.6674,51.002,TRUE,0,,,,,,,,,low,needs_review
acled_1352_20260228,2026-02-28,,Iran,"Razavi Khorasan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,35.7792,59.0295,TRUE,0,,,,,,,,,low,needs_review
acled_1352_20260307,2026-03-07,,Iran,"Razavi Khorasan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,35.7792,59.0295,TRUE,0,,,,,,,,,low,needs_review
acled_1353_20260228,2026-02-28,,Iran,"Semnan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,35.7868,54.9676,TRUE,0,,,,,,,,,low,needs_review
acled_1353_20260307,2026-03-07,,Iran,"Semnan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,35.7868,54.9676,TRUE,0,,,,,,,,,low,needs_review
acled_1354_20260228,2026-02-28,,Iran,"Sistan and Baluchestan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,28.2728,60.8613,TRUE,0,,,,,,,,,low,needs_review
acled_1354_20260307,2026-03-07,,Iran,"Sistan and Baluchestan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,28.2728,60.8613,TRUE,0,,,,,,,,,low,needs_review
acled_1355_20260307,2026-03-07,,Iran,"South Khorasan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,32.8019,58.24,TRUE,0,,,,,,,,,low,needs_review
acled_4138_20260307,2026-03-07,,Iran,"Strait of Hormuz, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,26.6719,56.4867,TRUE,0,,,,,,,,,low,needs_review
acled_1356_20260228,2026-02-28,,Iran,"Tehran, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,35.5022,51.3269,TRUE,0,,,,,,,,,low,needs_review
acled_1356_20260307,2026-03-07,,Iran,"Tehran, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,35.5022,51.3269,TRUE,0,,,,,,,,,low,needs_review
acled_1357_20260228,2026-02-28,,Iran,"West Azerbaijan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,37.8742,44.7003,TRUE,0,,,,,,,,,low,needs_review
acled_1357_20260307,2026-03-07,,Iran,"West Azerbaijan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,37.8742,44.7003,TRUE,0,,,,,,,,,low,needs_review
acled_1358_20260228,2026-02-28,,Iran,"Yazd, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,31.4825,54.4162,TRUE,0,,,,,,,,,low,needs_review
acled_1358_20260307,2026-03-07,,Iran,"Yazd, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,31.4825,54.4162,TRUE,0,,,,,,,,,low,needs_review
acled_1359_20260228,2026-02-28,,Iran,"Zanjan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,36.4014,48.422,TRUE,0,,,,,,,,,low,needs_review
acled_1359_20260307,2026-03-07,,Iran,"Zanjan, Iran, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,36.4014,48.422,TRUE,0,,,,,,,,,low,needs_review
acled_1360_20260110,2026-01-10,,Iraq,"Al Anbar, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,33.1774,41.3987,TRUE,0,,,,,,,,,low,needs_review
acled_1360_20260228,2026-02-28,,Iraq,"Al Anbar, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,33.1774,41.3987,TRUE,0,,,,,,,,,low,needs_review
acled_1360_20260307,2026-03-07,,Iraq,"Al Anbar, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,33.1774,41.3987,TRUE,0,,,,,,,,,low,needs_review
acled_1361_20260228,2026-02-28,,Iraq,"Al Basrah, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,30.2047,47.5084,TRUE,0,,,,,,,,,low,needs_review
acled_1361_20260307,2026-03-07,,Iraq,"Al Basrah, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,30.2047,47.5084,TRUE,0,,,,,,,,,low,needs_review
acled_1362_20260228,2026-02-28,,Iraq,"Al Muthanna, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,30.4107,45.3606,TRUE,0,,,,,,,,,low,needs_review
acled_1364_20260307,2026-03-07,,Iraq,"Al Qadissiya, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,31.8451,45.1666,TRUE,0,,,,,,,,,low,needs_review
acled_1365_20260228,2026-02-28,,Iraq,"Al Sulaymaniyah, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,35.5263,45.379,TRUE,0,,,,,,,,,low,needs_review
acled_1365_20260307,2026-03-07,,Iraq,"Al Sulaymaniyah, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,35.5263,45.379,TRUE,0,,,,,,,,,low,needs_review
acled_1366_20260228,2026-02-28,,Iraq,"Babil, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,32.5765,44.6371,TRUE,0,,,,,,,,,low,needs_review
acled_1366_20260307,2026-03-07,,Iraq,"Babil, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,32.5765,44.6371,TRUE,0,,,,,,,,,low,needs_review
acled_1367_20260228,2026-02-28,,Iraq,"Baghdad, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,33.278,44.3783,TRUE,0,,,,,,,,,low,needs_review
acled_1367_20260307,2026-03-07,,Iraq,"Baghdad, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,33.278,44.3783,TRUE,0,,,,,,,,,low,needs_review
acled_1368_20260228,2026-02-28,,Iraq,"Diyala, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,34.0711,44.8903,TRUE,0,,,,,,,,,low,needs_review
acled_1369_20260228,2026-02-28,,Iraq,"Duhok, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,37.0446,43.1386,TRUE,0,,,,,,,,,low,needs_review
acled_1370_20260117,2026-01-17,,Iraq,"Erbil, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,36.3791,44.2104,TRUE,0,,,,,,,,,low,needs_review
acled_1370_20260228,2026-02-28,,Iraq,"Erbil, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,36.3791,44.2104,TRUE,0,,,,,,,,,low,needs_review
acled_1370_20260307,2026-03-07,,Iraq,"Erbil, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,36.3791,44.2104,TRUE,0,,,,,,,,,low,needs_review
acled_1371_20260307,2026-03-07,,Iraq,"Kerbala, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,32.49,43.8069,TRUE,0,,,,,,,,,low,needs_review
acled_1372_20260228,2026-02-28,,Iraq,"Kirkuk, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,35.2858,44.0603,TRUE,0,,,,,,,,,low,needs_review
acled_1372_20260307,2026-03-07,,Iraq,"Kirkuk, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,35.2858,44.0603,TRUE,0,,,,,,,,,low,needs_review
acled_1373_20260228,2026-02-28,,Iraq,"Maysan, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,31.999,47.135,TRUE,0,,,,,,,,,low,needs_review
acled_1373_20260307,2026-03-07,,Iraq,"Maysan, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,31.999,47.135,TRUE,0,,,,,,,,,low,needs_review
acled_1374_20260131,2026-01-31,,Iraq,"Ninewa, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,35.9879,42.3496,TRUE,0,,,,,,,,,low,needs_review
acled_1374_20260228,2026-02-28,,Iraq,"Ninewa, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,35.9879,42.3496,TRUE,0,,,,,,,,,low,needs_review
acled_1374_20260307,2026-03-07,,Iraq,"Ninewa, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,35.9879,42.3496,TRUE,0,,,,,,,,,low,needs_review
acled_1375_20260124,2026-01-24,,Iraq,"Salah Al Din, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,34.6687,43.6316,TRUE,0,,,,,,,,,low,needs_review
acled_1375_20260228,2026-02-28,,Iraq,"Salah Al Din, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,34.6687,43.6316,TRUE,0,,,,,,,,,low,needs_review
acled_1375_20260307,2026-03-07,,Iraq,"Salah Al Din, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,34.6687,43.6316,TRUE,0,,,,,,,,,low,needs_review
acled_1376_20260228,2026-02-28,,Iraq,"Thi Qar, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,31.2876,46.2732,TRUE,0,,,,,,,,,low,needs_review
acled_1376_20260307,2026-03-07,,Iraq,"Thi Qar, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,31.2876,46.2732,TRUE,0,,,,,,,,,low,needs_review
acled_1377_20260307,2026-03-07,,Iraq,"Wassit, Iraq, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,32.7059,45.704,TRUE,0,,,,,,,,,low,needs_review
acled_1408_20260228,2026-02-28,,Israel,"HaZafon, Israel, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,32.839,35.3807,TRUE,0,,,,,,,,,low,needs_review
acled_1408_20260307,2026-03-07,,Israel,"HaZafon, Israel, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,32.839,35.3807,TRUE,0,,,,,,,,,low,needs_review
acled_1406_20260307,2026-03-07,,Israel,"Haifa, Israel, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,32.6278,34.9819,TRUE,0,,,,,,,,,low,needs_review
acled_1409_20260307,2026-03-07,,Israel,"Jerusalem, Israel, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,31.7281,34.9945,TRUE,0,,,,,,,,,low,needs_review
acled_1589_20260228,2026-02-28,,Kuwait,"Al Ahmadi, Kuwait, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,28.8688,47.9227,TRUE,0,,,,,,,,,low,needs_review
acled_1589_20260307,2026-03-07,,Kuwait,"Al Ahmadi, Kuwait, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,28.8688,47.9227,TRUE,0,,,,,,,,,low,needs_review
acled_1590_20260228,2026-02-28,,Kuwait,"Al Asimah, Kuwait, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,29.3474,47.9688,TRUE,0,,,,,,,,,low,needs_review
acled_1590_20260307,2026-03-07,,Kuwait,"Al Asimah, Kuwait, ACLED air/drone strike aggregate",Air/drone strike,FALSE,TRUE,FALSE,FALSE,29.3474,47.9688,TRUE,0,,,,,,,,,low,needs_review
